x0,x1,x2,x3,x4,x5,x6
0.4274895834705327,0.39163911466919,0.034116001792360004,0.8209611289134108,0.14074883731847243,0.759789277187437,0.03841555691426313
0.6618557738533342,1.1837605323955554e-05,0.019258264740848786,0.8044446443217074,0.6340496804867563,0.7622889730330674,0.01910637938156997
0.99996069706187,9.4002632047525e-06,0.036752043894161826,0.9997865357877872,0.7937626327105891,0.7650469394756734,0.038717665986642634
0.9999994186047141,3.913244119591028e-05,0.020651463053598457,0.8035536786123814,0.7799556037593997,0.7611414828877063,0.030633204454281054
0.9526783967585419,0.39163911466919,0.03421290172900009,0.8209611289134108,0.14074883731847243,0.7597802439198706,0.038606569603092035
0.4430212356751234,0.39450777650496,0.03638049448367909,0.8204968762313036,0.14185971648026185,0.7610397397179013,0.038641252411419885
0.45351308811221097,0.32980092183033405,0.03442804095995131,0.8159942077905622,0.3348690757057766,0.8482519767136348,0.037967210761223204
0.4949151171011143,0.15088499099213415,0.015499548766705548,0.8331363889364363,0.36316142837308435,0.9192281964147893,0.029442986129129108
0.6391868661514573,0.0001882601207904371,0.02303564831222512,0.8004044274379263,0.6340496804867563,0.7584756204025307,0.18684078850575464
0.8514601466013059,0.08159498871839158,0.04851000681339532,0.8192934254979539,0.6983881438891726,0.9896067229342175,0.05443914737178818
0.7343521885258274,0.07327451502949012,0.036438393322559784,0.8189880004791388,0.28271221077041464,0.9014985420703672,0.05319561366919003
0.7733856634417052,0.0009029842761524732,0.02067253260908275,0.42024310362761047,0.669670787876198,0.3231064264516802,0.025296244713225877
0.999961904965884,0.08659685344307647,0.023012398355942876,0.8886693975850037,0.804161332634401,0.7584756204025307,0.05881537765232969
0.4949151171011143,0.05643821807558973,0.015499548766705548,0.8333567234158392,0.36316142837308435,0.9192281964147893,0.029442986129129108
0.4637191447336141,0.002194902310047724,0.026196996112066787,0.36736635987076294,0.7564559800968954,0.835842236714942,0.006708467076737052
0.4885945405931731,0.3366357949041451,0.03470257429186426,0.8159942077905622,0.7740997177163147,0.8488782962652526,0.04282260700842208
0.8942995327394294,9.4002632047525e-06,0.06806689282776475,0.4201729121259558,0.7825768807410767,0.7603371271573843,0.008034598294733096
0.9821424491886435,0.016908494755033088,0.36401384827430594,0.7997515354092648,0.7503414047270558,0.32241210610322824,0.012576407598461792
0.44324805512971505,0.052931739060426,0.034205652282604686,0.8370933256713651,0.16005210563592404,0.91988058489151,0.020221775936066888
0.9999994186047141,1.4841037350721151e-05,0.020651463053598457,0.8035536786123814,0.375811388136679,0.7611414828877063,0.029459753585544066
