f0,f1,f2
70.5655013434417,109.61441097978735,241.30383673202496
0.0020490137208993577,173.0915509860024,88.43407239930977
0.002790456733143031,296.84599689767384,0.01166748808992928
0.010289544702308634,262.9312594068615,0.0001528730659112047
157.50242674666768,244.65971908421275,19.976266459378685
74.36949534522807,114.14261968602797,237.00273584035287
59.928403123837796,121.7824386507887,218.9630230768031
23.510280405013134,132.30561785247994,159.0176820343348
0.03074853661057365,163.29931032806834,92.19781180026268
19.48881096099004,219.3593250226019,41.66779531040906
14.912653513498709,188.60494749002825,73.62135790946766
0.1814696057995876,200.7850484080153,58.886395627585905
24.27596670887931,256.05716023131447,0.010679706878430523
8.810973365068325,147.30616968979342,159.32511696195243
0.34843492294450995,158.39891403625992,183.58777082628058
63.51104836313693,125.15293011016031,197.47209714525493
0.0021767925991521683,231.56501996968356,27.369757004139604
4.335295945609072,252.0622136149981,4.661881337749187
8.555799145105233,153.08255426962148,203.02958261812014
0.003993980358803742,269.11333686509374,0.00015646363847869038
